fixture_id,Goles_Todo_HTML,Goles_1P_HTML,Goles_2P_HTML,Goles_Todo_TXT
1492150,4' K. Viveros (D. Kogitzki) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 43' Edenilson <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 45' K. Viveros (G. Benavidez) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 49' F. Aguirre (L. Esquivel) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 81' L. Esquivel <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span>,4' K. Viveros (D. Kogitzki) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 43' Edenilson <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 45' K. Viveros (G. Benavidez) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,49' F. Aguirre (L. Esquivel) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 81' L. Esquivel <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span>,4' K. Viveros (D. Kogitzki) 1-0 | 43' Edenilson 1-1 | 45' K. Viveros (G. Benavidez) 2-1 | 49' F. Aguirre (L. Esquivel) 3-1 | 81' L. Esquivel 4-1
1492151,2' Cuello (Hulk) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,2' Cuello (Hulk) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,2' Cuello (Hulk) 1-0
1492152,45' Ramon <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' J. Lucas (W. Jose) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,45' Ramon <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' J. Lucas (W. Jose) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,,45' Ramon 0-1 | 45' J. Lucas (W. Jose) 1-1
1492153,37' Jacy (Josue) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 53' L. Ronier (Josue) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,37' Jacy (Josue) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,53' L. Ronier (Josue) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,37' Jacy (Josue) 0-1 | 53' L. Ronier (Josue) 0-2
1492154,5' Pedro <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 90' J. Carrascal (S. Lino) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,5' Pedro <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,90' J. Carrascal (S. Lino) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,5' Pedro 1-0 | 90' J. Carrascal (S. Lino) 2-0
1492155,7' C. Vinicius (J. Enamorado) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 66' Rodriguinho (J. Capixaba) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,7' C. Vinicius (J. Enamorado) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,66' Rodriguinho (J. Capixaba) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,7' C. Vinicius (J. Enamorado) 1-0 | 66' Rodriguinho (J. Capixaba) 1-1
1492156,21' I. Formiga (Alesson) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 71' Negueba (Shaylon) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 80' G. Barbosa <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 88'(pen) G. Barbosa <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,21' I. Formiga (Alesson) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,71' Negueba (Shaylon) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 80' G. Barbosa <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 88'(pen) G. Barbosa <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,21' I. Formiga (Alesson) 1-0 | 71' Negueba (Shaylon) 2-0 | 80' G. Barbosa 2-1 | 88'(pen) G. Barbosa 2-2
1492157,16' J. Kennedy (Rene) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 63' A. Canobbio (L. Acosta) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,16' J. Kennedy (Rene) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,63' A. Canobbio (L. Acosta) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,16' J. Kennedy (Rene) 0-1 | 63' A. Canobbio (L. Acosta) 0-2
1492158,47' Luciano (M. Antonio) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 60' J. Calleri (D. Bobadilla) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,,47' Luciano (M. Antonio) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 60' J. Calleri (D. Bobadilla) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,47' Luciano (M. Antonio) 1-0 | 60' J. Calleri (D. Bobadilla) 2-0
1492159,40' J. Lopez (M. Freitas) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 63' T. Mendes (David) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 74' Cuiabano (P. Henrique) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,40' J. Lopez (M. Freitas) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,63' T. Mendes (David) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 74' Cuiabano (P. Henrique) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,40' J. Lopez (M. Freitas) 0-1 | 63' T. Mendes (David) 1-1 | 74' Cuiabano (P. Henrique) 2-1
1492160,13' S. Lino (G. Varela) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' L. Pereira <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 49' Pedro (G. Varela) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-3</span>,13' S. Lino (G. Varela) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' L. Pereira <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,49' Pedro (G. Varela) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-3</span>,13' S. Lino (G. Varela) 0-1 | 45' L. Pereira 0-2 | 49' Pedro (G. Varela) 0-3
1492161,36' J. Herrera <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 53' Sabino (Danielzinho) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 68' J. Calleri (L. Ramon) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,36' J. Herrera <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,53' Sabino (Danielzinho) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 68' J. Calleri (L. Ramon) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,36' J. Herrera 1-0 | 53' Sabino (Danielzinho) 1-1 | 68' J. Calleri (L. Ramon) 1-2
1492162,28'(pen) W. Clar <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 45' J. Nardoni <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,28'(pen) W. Clar <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 45' J. Nardoni <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,,28'(pen) W. Clar 1-0 | 45' J. Nardoni 1-1
1492163,24' P. Rocha (B. Lopes) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,24' P. Rocha (B. Lopes) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,24' P. Rocha (B. Lopes) 1-0
1492164,8' Christian (Kaiki) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 52' C. Barros (Cuiabano) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 54' C. Barros <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 70' N. Villarreal (Chico) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 86' Brenner (J. Rodriguez) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span> | 90' Japa (K. Moraes) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-3</span>,8' Christian (Kaiki) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,52' C. Barros (Cuiabano) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 54' C. Barros <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 70' N. Villarreal (Chico) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 86' Brenner (J. Rodriguez) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span> | 90' Japa (K. Moraes) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-3</span>,8' Christian (Kaiki) 1-0 | 52' C. Barros (Cuiabano) 1-1 | 54' C. Barros 1-2 | 70' N. Villarreal (Chico) 2-2 | 86' Brenner (J. Rodriguez) 2-3 | 90' Japa (K. Moraes) 3-3
1492165,5' S. Mendoza (B. Zapelli) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 9' Hercules (J. Savarino) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 37' A. Canobbio (J. Savarino) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 75' L. Gustavo (L. Esquivel) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 90' G. Arana <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,5' S. Mendoza (B. Zapelli) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 9' Hercules (J. Savarino) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 37' A. Canobbio (J. Savarino) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,75' L. Gustavo (L. Esquivel) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 90' G. Arana <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,5' S. Mendoza (B. Zapelli) 0-1 | 9' Hercules (J. Savarino) 1-1 | 37' A. Canobbio (J. Savarino) 2-1 | 75' L. Gustavo (L. Esquivel) 2-2 | 90' G. Arana 3-2
1492166,23' W. Jose <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,23' W. Jose <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,,23' W. Jose 0-1
1492167,26' J. Lopez (Mauricio) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,26' J. Lopez (Mauricio) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,26' J. Lopez (Mauricio) 1-0
1492168,18' M. Depay (K. Cesar) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 21' G. Barbosa (Neymar) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,18' M. Depay (K. Cesar) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 21' G. Barbosa (Neymar) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,,18' M. Depay (K. Cesar) 0-1 | 21' G. Barbosa (Neymar) 1-1
1492169,20' R. Kayzer <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 68' Erick (Baralhas) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,20' R. Kayzer <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,68' Erick (Baralhas) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,20' R. Kayzer 1-0 | 68' Erick (Baralhas) 2-0
1492170,1' S. Mendoza <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 10'(pen) K. Viveros <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 58' N. Villarreal (Kaiki) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,1' S. Mendoza <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 10'(pen) K. Viveros <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,58' N. Villarreal (Kaiki) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,1' S. Mendoza 1-0 | 10'(pen) K. Viveros 2-0 | 58' N. Villarreal (Kaiki) 2-1
1492171,64' I. Roman (A. Franco) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,64' I. Roman (A. Franco) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,64' I. Roman (A. Franco) 1-0
1492172,17' L. Juba (J. Lucas) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 40' Erick <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,17' L. Juba (J. Lucas) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 40' Erick <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,,17' L. Juba (J. Lucas) 1-0 | 40' Erick 2-0
1492174,19' L. Ortiz (G. de Arrascaeta) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 48' S. Lino (L. Araujo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 54' L. Araujo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,19' L. Ortiz (G. de Arrascaeta) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,48' S. Lino (L. Araujo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 54' L. Araujo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,19' L. Ortiz (G. de Arrascaeta) 1-0 | 48' S. Lino (L. Araujo) 2-0 | 54' L. Araujo 3-0
1492175,27' Camutanga <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 54' F. Amuzu (Weverton) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,27' Camutanga <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,54' F. Amuzu (Weverton) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,27' Camutanga 1-0 | 54' F. Amuzu (Weverton) 2-0
1492176,64' J. Lavega <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,,64' J. Lavega <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,64' J. Lavega 0-1
1492177,9' A. Elias (A. Pereira) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 53' J. Arias (A. Pereira) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 59' Danilo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,9' A. Elias (A. Pereira) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,53' J. Arias (A. Pereira) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 59' Danilo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,9' A. Elias (A. Pereira) 1-0 | 53' J. Arias (A. Pereira) 2-0 | 59' Danilo 2-1
1492178,46' Z. Ivaldo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 56'(pen) Neymar <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 90' J. Carbonero <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,,46' Z. Ivaldo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 56'(pen) Neymar <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 90' J. Carbonero <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,46' Z. Ivaldo 0-1 | 56'(pen) Neymar 1-1 | 90' J. Carbonero 1-2
1492179,1' A. Canobbio (L. Acosta) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 54' Hercules (L. Acosta) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 59' N. Moreira <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 88' C. Spinelli (Cuiabano) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 90' T. Mendes (J. Rojas) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,1' A. Canobbio (L. Acosta) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,54' Hercules (L. Acosta) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 59' N. Moreira <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 88' C. Spinelli (Cuiabano) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 90' T. Mendes (J. Rojas) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,1' A. Canobbio (L. Acosta) 0-1 | 54' Hercules (L. Acosta) 0-2 | 59' N. Moreira 1-2 | 88' C. Spinelli (Cuiabano) 2-2 | 90' T. Mendes (J. Rojas) 3-2
1492180,22' D. Kogitzki (Julimar) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 56' K. Viveros (G. Benavidez) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,22' D. Kogitzki (Julimar) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,56' K. Viveros (G. Benavidez) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,22' D. Kogitzki (Julimar) 1-0 | 56' K. Viveros (G. Benavidez) 2-0
1492181,8'(pen) A. Telles <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 15' L. Barbosa (H. Mosquera) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 71' A. Barboza (Danilo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,8'(pen) A. Telles <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 15' L. Barbosa (H. Mosquera) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,71' A. Barboza (Danilo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,8'(pen) A. Telles 0-1 | 15' L. Barbosa (H. Mosquera) 1-1 | 71' A. Barboza (Danilo) 1-2
